identifier,test,JS_div,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
32PQQ_15,False,0.5525964883670582,0,655,220,2100,0,51633,5728,5200
32PQQ_16,False,0.621515494129296,15,0,212,109,0,55,51831,13314
32PQQ_17,False,0.6186279837289351,0,0,0,0,0,39738,0,25798
32PQQ_18,False,0.6999679072058965,0,0,0,0,0,65338,0,198
32PQQ_19,False,0.6023449720721112,0,0,4,8,0,3251,52567,9706
32PQQ_20,False,0.7009927972388018,0,0,0,0,0,65388,0,148
32PQQ_21,False,0.6863425563677925,0,0,0,0,0,64381,5,1150
32PQQ_22,False,0.6335102126918174,0,0,32,0,0,55293,251,9960
32PQQ_23,False,0.5987240486740254,0,0,33,0,0,942,37211,27350
32PQQ_24,False,0.6345350997663675,3,0,5,0,0,0,52961,12567
32PQQ_25,True,0.5335317772451116,237,999,786,2315,0,385,37683,23131
32PQQ_26,False,0.6618172885198736,0,0,0,0,0,61171,25,4340
32PQQ_27,False,0.6696425402265374,0,0,0,0,0,62354,0,3182
32PQQ_28,False,0.5972243108398791,0,0,2,0,0,48089,2383,15062
32PQQ_29,False,0.6661357829736624,0,0,0,0,0,61791,0,3745
32PRQ_00,False,0.5564498188965251,36,5258,13,237,0,16902,378,42712
32PRQ_01,True,0.48058470042703744,247,1138,37398,1056,0,1296,12750,11651
32PRQ_02,True,0.5412205296941298,38,0,51,12861,0,30,22002,30554
32PRQ_03,False,0.7030507260932756,0,0,2,0,0,65478,0,56
32PRQ_04,False,0.6790553195625616,0,0,67,0,0,0,63783,1686
32PRQ_05,False,0.6773018097193453,0,0,0,0,0,2134,0,63402
32PRQ_06,False,0.6191952439982545,0,0,12,0,0,17697,236,47591
32PRQ_07,False,0.5905642129113586,0,0,907,0,0,919,17839,45871
32PRQ_08,True,0.5383985044911069,97,0,143,24,0,12886,19659,32727
32PRQ_09,False,0.5589153076284809,9,0,2553,252,0,5834,5780,51108
32PRQ_10,False,0.6701406963005407,0,0,0,0,0,62449,3,3084
32PRQ_11,False,0.6041744698740226,0,0,97,185,0,20019,454,44781
32PRQ_12,False,0.6587528778541378,19,310,543,427,16,52,63287,882
32PRQ_13,True,0.5409166173082939,0,0,562,1025,0,4043,24086,35820
32PRQ_14,False,0.5775049576549744,0,0,0,3317,0,29951,0,32268
32PRQ_15,False,0.5792001824030087,2,14,889,1231,0,126,43296,19978
32PRQ_16,True,0.5452105211114694,0,0,463,32993,0,144,25334,6602
32PRQ_17,False,0.5577707501389785,0,0,112,1717,0,2760,43162,17785
32PRQ_18,False,0.6435688738857486,7,1,88,926,0,145,60870,3499
32PRQ_19,True,0.5144749159828385,0,0,107,4577,0,17392,6099,37361
32PRQ_20,False,0.6541840179524371,0,0,0,114,0,5378,0,60044
32PRQ_21,False,0.6295201500043881,0,0,0,61,0,14217,0,51258
32PRQ_22,True,0.466094549034125,14,799,1134,32147,0,4606,6978,19858
32PRQ_23,False,0.5843466039032922,5,0,107,857,0,541,29711,34315
32PRQ_24,False,0.6072661340865,0,0,63,215,0,38430,79,26749
32PRQ_25,True,0.501835550242745,4,19,4826,1867,0,3793,40982,14045
32PRQ_26,True,0.5253737932193594,0,0,788,874,0,11436,40109,12329
32PRQ_27,False,0.5638290557343939,0,762,155,176,0,1913,25075,37455
32PRQ_28,False,0.6638039429830349,0,0,0,0,0,4152,0,61384
32PRQ_29,False,0.6131549780459912,0,0,0,1749,0,10512,0,53275
33KUT_00,False,0.6881184706881431,0,0,446,64757,0,0,0,333
33KUT_01,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33KUT_02,False,0.7049320014357696,0,65536,0,0,0,0,0,0
33KUT_03,False,0.5693412070424815,0,15,21,22167,0,5001,0,38332
33KUT_04,False,0.7049320014357696,0,65536,0,0,0,0,0,0
33KUT_05,False,0.7013140575845602,0,0,0,65422,0,52,0,62
33KUT_06,False,0.6990054781226923,0,0,0,65312,0,28,0,196
33KUT_07,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33KUT_08,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33KUT_09,False,0.672888174582957,0,0,191,63419,0,45,0,1881
33KUT_10,False,0.7046153417426504,0,0,6,65529,0,0,0,1
33KUT_11,False,0.6932929866420281,0,0,38,65023,0,30,0,445
33KUT_12,False,0.659214432297581,0,0,2092,62395,0,18,0,1031
33KUT_13,False,0.6965926917104787,0,0,173,65219,0,0,0,144
33KUT_14,False,0.7012567398366716,0,0,122,65407,0,0,0,7
33KUT_15,False,0.6819882281104922,0,0,16,64090,0,42,0,1388
33KUT_16,False,0.6891968674636213,0,0,527,64808,0,5,0,196
33KUT_17,False,0.6974217226094882,0,0,0,65255,0,182,0,99
33KUT_18,False,0.6818996527865524,0,0,392,64328,0,0,0,816
33KUT_19,False,0.694392253044804,0,0,155,65132,0,28,0,221
33KUT_20,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33KUT_21,False,0.6373524855537046,0,0,4087,59843,0,120,0,1486
33KUT_22,False,0.6365776235163584,5,0,2151,60674,0,497,0,2209
33KUT_23,False,0.6955397110088002,0,0,9,65147,0,49,0,331
33KUT_24,False,0.6913923433756022,0,0,130,64917,0,0,0,489
33KUT_25,False,0.6685769102885463,0,0,877,63326,0,13,0,1320
33KUT_26,False,0.6910860991549173,0,0,27,64830,0,7,0,672
33KUT_27,False,0.6989502633347016,0,0,6,65293,0,0,0,237
33KUT_28,False,0.7045570619597078,0,0,0,65527,0,0,0,9
33KUT_29,False,0.611310462678677,0,0,0,50983,0,1315,0,13238
33KVU_00,False,0.6395937533025948,6,78,4,448,0,6522,0,58478
33KVU_01,True,0.5403891403049611,10,0,32620,20215,0,245,0,12446
33KVU_02,False,0.6242996169886922,0,0,103,12323,0,316,0,52794
33KVU_03,False,0.5565968375370232,0,278,80,5180,0,32946,0,27052
33KVU_04,True,0.4437037399699052,5,0,9590,6161,0,9181,6571,34028
33KVU_05,False,0.6923023577402109,11,0,26,59,0,450,0,64990
33KVU_06,False,0.6147887222054084,0,1,243,17552,0,169,0,47571
33KVU_07,False,0.6683307255163069,0,0,0,62150,0,0,0,3386
33KVU_08,False,0.5893104196244908,0,0,2046,49986,0,736,0,12768
33KVU_09,False,0.6510887094043012,0,0,180,59719,0,10,0,5627
33KVU_10,False,0.647955888759039,6,0,727,60885,0,116,0,3802
33KVU_11,False,0.6406275064615885,2,0,806,59379,0,56,0,5293
33KVU_12,False,0.5740005819932888,0,54,1069,41481,0,1191,136,21605
33KVU_13,False,0.6904937288917959,0,0,0,64720,0,0,0,816
33KVU_14,False,0.6601286898245898,0,0,153,61699,0,82,0,3602
33KVU_15,False,0.6069304984150317,0,0,595,53909,0,1318,0,9714
33KVU_16,False,0.5886325313582318,0,0,2,26981,0,1987,0,36566
33KVU_17,True,0.5380893841378047,0,0,1373,18614,0,7515,0,38034
33KVU_18,False,0.6315562021337466,0,0,419,9870,0,6,0,55241
33KVU_19,False,0.5872321787995474,0,0,1,15630,0,3590,0,46315
33KVU_20,False,0.5733822937448855,0,282,0,35570,0,2912,0,26772
33KVU_21,False,0.5930560566997383,10,0,1587,23459,0,28,0,40452
33KVU_22,False,0.591759395562653,0,0,69,30049,0,1360,0,34058
33KVU_23,False,0.6132461024961539,0,0,0,27453,0,155,0,37928
33KVU_24,False,0.5753252398698733,45,0,1818,40871,0,784,0,22018
33KVU_25,False,0.5630515825929495,7,0,1140,23869,0,2622,0,37898
33KVU_26,False,0.6078436950100097,0,0,357,49270,19,554,0,15336
33KVU_27,False,0.5933929736169596,8,0,1935,51405,0,712,0,11476
33KVU_28,False,0.5545265891205096,176,290,308,22532,0,3937,0,38293
33KVU_29,False,0.5746473969085228,2,0,55,6092,0,13817,0,45570
33KXV_00,False,0.694454161359666,0,65011,0,525,0,0,0,0
33KXV_01,False,0.608250915656553,0,1,786,45384,0,0,0,19365
33KXV_02,False,0.5980272567796621,0,31744,0,32768,0,1024,0,0
33KXV_03,False,0.6924061223709451,0,0,0,89,0,64962,0,485
33KXV_04,False,0.6118529736625888,211,0,209,33,0,477,52366,12240
33KXV_05,False,0.649205354476313,0,0,38,1394,0,2760,0,61344
33KXV_06,False,0.6594377936859659,0,0,725,318,0,1734,0,62759
33KXV_07,True,0.5372035363629927,0,0,56,229,0,14258,32386,18607
33KXV_08,False,0.611957770558827,21,0,2996,633,0,213,58255,3418
33KXV_09,False,0.6036638661065965,0,0,556,50,0,37264,0,27666
33KXV_10,True,0.5349709870629266,39,0,3661,178,0,2211,32397,27050
33KXV_11,True,0.5437658787479019,163,0,1527,221,0,2716,31152,29757
33KXV_12,False,0.5990389839044837,25,0,41,1230,0,44093,0,20147
33KXV_13,False,0.6780141737725599,0,63488,0,2048,0,0,0,0
33KXV_14,False,0.6000066217017025,0,0,4,6112,0,53350,0,6070
33KXV_15,True,0.5476266728003424,9,11038,1097,47254,0,793,0,5345
33KXV_16,False,0.6260358795634514,202,98,181,59589,0,1993,0,3473
33KXV_17,True,0.5149517030058252,0,0,8261,23040,0,3061,0,31174
33KXV_18,True,0.5411901757790105,37,29851,0,30586,273,2980,0,1809
33KXV_19,False,0.5949070512837829,148,0,9,417,0,303,27918,36741
33KXV_20,False,0.6039109210588415,259,0,39,315,0,560,13681,50682
33KXV_21,True,0.4974306527114264,694,0,753,1156,0,8947,31116,22870
33KXV_22,True,0.5277615089240143,957,0,1327,2830,0,447,36462,23513
33KXV_23,False,0.6076802078152685,0,0,2042,1783,0,4204,0,57507
33KXV_24,False,0.6406987664057026,839,268,415,0,0,1086,62107,821
33KXV_25,False,0.6058399999288813,0,0,0,0,0,46364,1093,18079
33KXV_26,True,0.47900855483122184,225,0,2317,12928,0,1859,34771,13436
33KXV_27,True,0.5124825334923837,0,0,374,8547,3,2217,34140,20255
33KXV_28,False,0.6405312108664366,0,55296,0,10240,0,0,0,0
33KXV_29,False,0.6703709883639858,0,62464,0,3072,0,0,0,0
33LUC_00,False,0.5663446596174445,0,916,130,737,0,37880,706,25167
33LUC_01,True,0.5077073576610613,57,204,10459,36610,0,2851,22,15333
33LUC_02,False,0.6863786887527277,0,0,0,63,0,64505,8,960
33LUC_03,False,0.6565714142076083,0,0,156,64,0,828,62465,2023
33LUC_04,False,0.7047478352372853,0,0,4,0,0,0,0,65532
33LUC_05,False,0.5594139686637576,4,0,76,31393,0,6243,0,27820
33LUC_06,False,0.6016640043346849,4,717,818,744,0,5810,334,57109
33LUC_07,True,0.5322242804392997,0,0,339,73,0,13843,29107,22174
33LUC_08,False,0.5539333344358787,0,0,762,84,0,5504,41831,17355
33LUC_09,False,0.6405695610583464,0,0,0,0,0,10185,2,55349
33LUC_10,False,0.6499696661002663,0,12,675,465,0,1356,507,62521
33LUC_11,False,0.6336521869685253,0,0,346,891,0,5180,1,59118
33LUC_12,True,0.5456386040427652,0,0,41,38,0,32541,11741,21175
33LUC_13,False,0.5548578135411368,0,0,81,0,0,34618,8031,22806
33LUC_14,False,0.6192678259296368,0,0,0,0,0,52668,895,11973
33LUC_15,False,0.5640489638822433,0,75,427,3176,0,25362,62,36434
33LUC_16,True,0.4963279889468958,36,802,331,2132,0,10780,13641,37814
33LUC_17,False,0.5651191827392844,1,0,182,5350,0,4923,2897,52183
33LUC_18,False,0.6167437702670875,0,0,0,0,0,16149,522,48865
33LUC_19,True,0.5469319207125916,0,0,1145,106,0,21281,4798,38206
33LUC_20,False,0.5601075307406287,0,27,2087,177,0,4960,7784,50501
33LUC_21,True,0.48824917467155426,0,0,11467,38,0,10129,33500,10402
33LUC_22,False,0.6032831138960753,0,117,181,0,0,45899,568,18771
33LUC_23,False,0.619774869336537,0,0,984,4771,0,1419,0,58362
33LUC_24,False,0.6241636121339059,0,0,6,431,0,6379,1067,57653
33LUC_25,True,0.5477860132647543,0,0,242,260,0,35117,6669,23248
33LUC_26,False,0.5580255883644756,0,0,295,0,0,30253,5334,29654
33LUC_27,True,0.5248367537096819,0,0,1050,0,0,31544,14265,18677
33LUC_28,True,0.5019839768182657,0,787,3556,4473,0,5232,3775,47713
33LUC_29,True,0.5127066279492837,2,64,1855,0,0,20510,13065,30040
33LUD_00,True,0.3978729742822105,225,10399,13870,729,0,6779,6034,27500
33LUD_01,False,0.6387953744171755,30,0,60724,0,0,386,3035,1361
33LUD_02,False,0.6376444489922662,4,0,253,8837,0,0,3,56439
33LUD_03,False,0.6866886798939799,0,0,151,7,0,64608,0,770
33LUD_04,False,0.6801711787541217,6,0,1139,0,0,4,64140,247
33LUD_05,False,0.6877551601533793,0,0,46,765,0,57,0,64668
33LUD_06,False,0.6329917165486392,0,0,18,31,0,52923,0,12564
33LUD_07,True,0.5225271860502483,0,0,807,1163,0,21786,6719,35061
33LUD_08,True,0.49795200186861777,1147,0,898,164,0,17594,14637,31096
33LUD_09,True,0.5045267010450379,641,0,1896,751,0,33522,5213,23513
33LUD_10,False,0.5987852847878893,128,0,68,141,0,36867,320,28012
33LUD_11,True,0.541503921979024,81,0,1082,380,0,3610,30597,29786
33LUD_12,False,0.5950724409825221,41,0,617,26,0,284,26015,38553
33LUD_13,False,0.6502165292160252,27,0,262,337,0,412,62066,2432
33LUD_14,True,0.5310692615850852,4,0,700,323,0,12456,38253,13800
33LUD_15,False,0.5532575195351582,0,0,219,1789,0,31953,1938,29637
33LUD_16,False,0.5765598754208474,103,0,10,2732,0,33503,30,29158
33LUD_17,True,0.5110700547532351,0,0,715,442,0,22397,22668,19314
33LUD_18,False,0.5590746249937475,115,0,3212,106,0,1989,48357,11757
33LUD_19,True,0.5195560954825277,113,32,4304,91,0,5715,41699,13582
33LUD_20,False,0.5614383585371605,1,0,145,27,0,7026,17033,41304
33LUD_21,False,0.6175632080154461,574,0,875,271,0,4633,327,58856
33LUD_22,True,0.5048301663766568,69,88,4927,0,0,7429,36083,16940
33LUD_23,False,0.5646415834027394,0,0,76,54,0,31426,4673,29307
33LUD_24,True,0.5176108742141639,57,0,1030,0,0,16836,21417,26196
33LUD_25,True,0.5493351164675109,196,0,262,651,0,6653,12146,45628
33LUD_26,True,0.4932493321788503,150,0,6092,2088,0,3423,12943,40840
33LUD_27,False,0.5573778172530036,1,0,203,0,0,16466,8270,40596
33LUD_28,False,0.6041129703439178,423,0,8455,0,0,731,55049,878
33LUD_29,True,0.5314844321218479,289,0,1727,1000,0,2533,19996,39991
33LYE_00,False,0.5888892951362269,0,44429,327,0,0,1427,87,19266
33LYE_01,False,0.5611096242088033,0,2303,4715,49787,0,17,23,8691
33LYE_02,False,0.6780141737725599,0,2048,0,0,0,63488,0,0
33LYE_03,False,0.6580346532657533,0,0,781,0,0,404,62709,1642
33LYE_04,False,0.7003732407957551,0,168,2,0,0,0,2,65364
33LYE_05,False,0.5600385250735177,0,0,2314,96,0,14365,2520,46241
33LYE_06,False,0.6353070750957424,0,0,394,139,0,1131,3478,60394
33LYE_07,False,0.6546529774311934,0,0,19,15,0,60903,275,4324
33LYE_08,False,0.5827684309048977,0,0,622,804,0,48285,918,14907
33LYE_09,False,0.6426733726740612,0,185,15,0,0,60422,866,4048
33LYE_10,False,0.5910844734806923,0,362,363,15,0,34784,278,29734
33LYE_11,False,0.5997225464295376,0,0,177,1539,0,50403,116,13301
33LYE_12,False,0.6610728409707379,0,0,270,261,0,62614,39,2352
33LYE_13,False,0.5603554772599963,0,0,376,452,0,20563,40671,3474
33LYE_14,True,0.5099659415289771,1,0,1437,1269,0,36679,8284,17866
33LYE_15,False,0.5982937345612832,0,0,203,2070,0,52006,140,11117
33LYE_16,False,0.5961506763858766,0,92,302,0,0,49503,1525,14114
33LYE_17,False,0.6312238130309348,0,76,250,0,0,59035,1057,5118
33LYE_18,False,0.6944837437113889,0,0,0,0,0,65013,0,523
33LYE_19,False,0.5886344431116384,0,0,87,132,0,44585,1926,18806
33LYE_20,False,0.5999435706742948,0,436,226,0,0,43864,212,20798
33LYE_21,False,0.6896952456975683,0,61,0,0,0,64894,196,385
33LYE_22,True,0.5064118016436518,0,361,1131,2588,0,6810,11823,42823
33LYE_23,False,0.5730266719084818,0,440,520,180,0,2559,49621,12216
33LYE_24,True,0.5323605191267474,0,1193,2129,1287,0,23738,388,36801
33LYE_25,False,0.6316112262647591,0,0,413,0,0,55805,61,9257
33LYE_26,False,0.6674417362151025,0,93,0,461,0,63180,0,1802
33LYE_27,False,0.6212779596196986,0,339,0,24,0,50397,0,14776
33LYE_28,False,0.6030433820393528,0,1265,0,297,0,7096,983,55895
33LYE_29,True,0.5302120610303548,0,106,49,2805,0,6434,13614,42528
33MZM_00,True,0.5497674470681412,0,2342,1,0,0,25849,2580,34764
33MZM_01,True,0.5316775479513476,0,0,15651,0,0,527,31200,18158
33MZM_02,False,0.7046896122491793,0,0,0,0,0,65531,3,2
33MZM_03,False,0.6925207292634461,0,0,146,0,0,0,395,64995
33MZM_04,False,0.6951750278413994,0,0,0,0,0,477,0,65059
33MZM_05,False,0.6246586593141146,0,0,0,0,0,18689,3,46844
33MZM_06,False,0.6085834329475001,0,1054,0,0,0,16504,0,47978
33MZM_07,False,0.6490055199762994,0,0,28,0,0,6112,150,59246
33MZM_08,False,0.6151635204938287,0,0,0,0,0,24154,150,41232
33MZM_09,False,0.5849063272446178,0,0,0,63,0,34929,2099,28445
33MZM_10,False,0.642469425462874,0,0,0,0,0,9441,6,56089
33MZM_11,False,0.641497746771059,0,0,0,0,0,9829,3,55704
33MZM_12,True,0.5396405493158386,0,0,116,0,0,25070,13841,26509
33MZM_13,True,0.5441978121638738,0,0,7094,0,0,7028,47400,4014
33MZM_14,False,0.6053338783862883,0,0,0,0,0,39601,641,25294
33MZM_15,False,0.6056041910889743,0,0,218,0,0,27851,218,37249
33MZM_16,False,0.6123322101115829,0,0,78,0,0,54519,2057,8882
33MZM_17,False,0.631262080364715,0,0,0,0,0,51111,0,14425
33MZM_18,False,0.6172321577380012,0,0,0,0,0,27611,12,37913
33MZM_19,False,0.6169697006121958,0,0,0,0,0,35110,0,30426
33MZM_20,False,0.6093216139141641,0,382,4,0,0,39749,1,25400
33MZM_21,False,0.5584224211759568,1,1061,0,2877,0,32748,45,28804
33MZM_22,False,0.5834018550668882,0,0,2408,0,0,50601,1172,11355
33MZM_23,False,0.6117558717746143,0,0,158,250,0,19521,16,45591
33MZM_24,False,0.6137319928026167,0,0,96,0,0,26399,38,39003
33MZM_25,False,0.5678863398919817,0,0,318,2433,0,36341,329,26115
33MZM_26,False,0.6191450866336617,0,0,496,0,0,50703,30,14307
33MZM_27,False,0.6111075544617128,0,0,0,392,0,22134,15,42995
33MZM_28,False,0.6058283309324293,0,0,464,0,0,22868,130,42074
33MZM_29,False,0.6257518409384567,0,0,0,0,0,17771,5,47760
33PUQ_00,False,0.6824547109690109,0,64197,0,0,0,116,0,1223
33PUQ_01,False,0.59256281970609,205,0,55707,5845,0,395,2887,497
33PUQ_02,False,0.6345868177216981,0,0,0,56043,0,391,0,9102
33PUQ_03,False,0.6033197305924357,0,0,0,2654,0,51678,0,11204
33PUQ_04,False,0.572519247959701,0,0,0,13274,0,0,44858,7404
33PUQ_05,False,0.7037224383536455,29,0,0,0,0,0,4,65503
33PUQ_06,False,0.6390208905695087,0,0,0,10820,0,0,0,54716
33PUQ_07,False,0.6028737573488662,1,0,125,696,0,22031,0,42683
33PUQ_08,False,0.5832620085783252,316,0,0,25483,0,1761,0,37976
33PUQ_09,False,0.6002495047230392,3,0,0,29182,0,870,0,35481
33PUQ_10,False,0.648549619410021,0,21,0,3715,0,944,0,60856
33PUQ_11,True,0.5300643714948289,277,118,181,5183,0,22929,1064,35784
33PUQ_12,False,0.5655056677082119,405,0,15,4550,0,7,18663,41896
33PUQ_13,True,0.5316501729379556,326,0,3882,2183,0,29697,0,29448
33PUQ_14,False,0.6047646145613003,481,0,265,7835,0,1588,1,55366
33PUQ_15,False,0.641318960828597,58,0,113,0,0,0,57218,8147
33PUQ_16,False,0.6336898958720332,152,13,178,351,0,6687,0,58155
33PUQ_17,True,0.5438077855983704,13,3157,0,2336,0,30744,0,29286
33PUQ_18,True,0.5146110720622463,783,0,8,12888,0,563,20945,30349
33PUQ_19,False,0.5772614486831062,20,0,279,25682,0,1549,292,37714
33PUQ_20,False,0.6036206025017435,236,0,0,19205,0,674,0,45421
33PUQ_21,False,0.6782566542606463,860,0,15,510,0,0,15,64136
33PUQ_22,False,0.6060946646057875,3,0,0,30560,0,465,0,34508
33PUQ_23,False,0.6357528085959492,0,0,0,184,0,10108,0,55244
33PUQ_24,False,0.5984891071435187,0,452,0,648,0,20387,0,44049
33PUQ_25,False,0.6306216788302003,23,0,0,51249,0,0,0,14264
33PUQ_26,False,0.6482050781578175,4,28,0,60082,0,457,0,4965
33PUQ_27,False,0.6012189694857392,0,0,75,1345,0,33,16459,47624
33PUQ_28,False,0.6739354929042266,58,0,0,2004,0,78,2,63394
33PUQ_29,False,0.6566989373788397,0,0,0,3859,0,46,294,61337
33PWM_00,False,0.5877572890794961,0,54154,0,609,0,5720,248,4805
33PWM_01,False,0.5589648657589008,20,0,6940,3410,0,50,4498,50618
33PWM_02,True,0.5160761014289136,11,8450,0,25861,0,1396,484,29334
33PWM_03,False,0.6793776994245031,0,0,53,0,0,63791,0,1692
33PWM_04,False,0.7018035543998646,0,0,55,0,0,1,65441,39
33PWM_05,False,0.7033926443978482,0,0,47,0,0,0,0,65489
33PWM_06,False,0.6987255256711644,0,0,102,0,0,36,65332,66
33PWM_07,False,0.5611805157887936,7,158,526,2844,0,47,29606,32348
33PWM_08,True,0.5479832675323014,13,0,1896,6572,0,0,45384,11671
33PWM_09,False,0.6145632202903416,1,0,0,0,0,68,30385,35082
33PWM_10,True,0.4278717159898665,386,10088,2001,13836,0,0,13470,25755
33PWM_11,False,0.6727350180562376,0,0,181,1006,0,2,513,63834
33PWM_12,False,0.5941864474548155,0,0,2,0,0,2092,18822,44620
33PWM_13,False,0.6187615401166735,34,0,42,52,0,0,45630,19778
33PWM_14,False,0.7049320014357696,0,0,0,0,0,0,0,65536
33PWM_15,True,0.5500125783135771,444,28,5300,118,0,65,22618,36963
33PWM_16,False,0.6291085409666957,57,0,38,0,0,0,13740,51701
33PWM_17,False,0.6690437383294736,10,0,102,0,0,183,2124,63117
33PWM_18,False,0.6035105337681247,98,0,589,441,0,774,8659,54975
33PWM_19,False,0.6466970150554299,0,0,0,0,0,57367,0,8169
33PWM_20,False,0.630651029056751,0,0,0,0,0,50770,0,14766
33PWM_21,False,0.6482214520708054,354,0,61,239,0,30,61056,3796
33PWM_22,False,0.5972627822442717,0,0,454,0,0,47384,1081,16617
33PWM_23,False,0.6234063355425928,0,0,0,0,0,45636,0,19900
33PWM_24,True,0.5425855065416572,313,181,360,6063,0,452,13141,45026
33PWM_25,True,0.4816050190041346,1019,430,3101,11282,0,8,13419,36277
33PWM_26,False,0.6461330890311385,50,0,376,0,0,83,60001,5026
33PWM_27,False,0.6048436275594496,3,0,58,133,0,1150,14236,49956
33PWM_28,False,0.6430387335313371,0,0,22,10,0,1,56623,8880
33PWM_29,False,0.6196274756720072,0,0,4,0,0,56422,6706,2404
33PWQ_00,False,0.5885831407690449,61,36204,60,1329,0,50,4,27828
33PWQ_01,False,0.5608787246407484,16,0,4662,32759,0,296,0,27803
33PWQ_02,False,0.593589579862244,17,0,435,48346,0,1564,0,15174
33PWQ_03,False,0.6232917302220811,0,0,0,1468,0,0,55938,8130
33PWQ_04,False,0.6656532506840778,0,0,0,3827,0,0,0,61709
33PWQ_05,False,0.66207753949293,56,0,0,61551,0,36,0,3893
33PWQ_06,False,0.6781315932941745,0,0,0,63502,0,0,0,2034
33PWQ_07,False,0.6082042385923789,0,0,76,271,0,0,37963,27226
33PWQ_08,False,0.6253506098356999,6,0,0,47490,0,0,0,18040
33PWQ_09,False,0.603811348138571,6,0,895,56969,0,584,1332,5750
33PWQ_10,False,0.5624644898116535,36,0,2611,931,0,0,31420,30538
33PWQ_11,False,0.6609752531365277,1,0,0,1705,0,0,1238,62592
33PWQ_12,False,0.6694610162279262,0,146,0,2620,0,0,0,62770
33PWQ_13,False,0.6136468875000957,6,0,9,11457,0,0,1400,52664
33PWQ_14,False,0.5743274300602814,8,0,1811,17916,0,636,355,44810
33PWQ_15,False,0.5988945307317985,4,0,153,30056,0,334,168,34821
33PWQ_16,True,0.4219564799227358,439,5386,3662,17762,0,747,7213,30327
33PWQ_17,False,0.6422568045019033,1,0,0,9540,0,0,3,55992
33PWQ_18,False,0.6180825028789791,0,0,27,8449,0,1355,141,55564
33PWQ_19,False,0.6025286379994159,18,0,0,42239,0,930,0,22349
33PWQ_20,False,0.7049320014357696,0,0,0,0,0,0,0,65536
33PWQ_21,False,0.6718930973218165,12,0,0,1122,0,96,581,63725
33PWQ_22,False,0.591317628009126,1,0,86,36183,0,1400,0,27866
33PWQ_23,False,0.6055187755687984,4,0,0,9768,0,2847,0,52917
33PWQ_24,False,0.5533594834167924,451,0,641,10628,0,1993,2040,49783
33PWQ_25,False,0.5719436299561391,422,377,1755,2282,0,2795,1303,56602
33PWQ_26,False,0.5997154665164263,0,0,640,31720,0,112,0,33064
33PWQ_27,False,0.5981869067855085,155,0,0,13509,0,1144,403,50325
33PWQ_28,False,0.693655211928491,2,0,168,295,0,0,0,65071
33PWQ_29,False,0.5520061744118804,45,3782,191,15526,0,1463,12,44517
33RXQ_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
33RXQ_01,False,0.6166245551588923,0,0,24336,41117,0,5,0,78
33RXQ_02,False,0.7014261853620414,0,0,128,65408,0,0,0,0
33RXQ_03,False,0.6282874214165263,0,0,4466,59447,0,411,897,315
33RXQ_04,False,0.643275623007881,0,0,3755,1092,0,97,60566,26
33RXQ_05,True,0.4636115493249337,0,0,4670,28184,0,2113,20868,9701
33RXQ_06,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_07,False,0.6906187294727432,0,0,7,64747,0,0,0,782
33RXQ_08,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_09,True,0.434960382244999,249,58,8188,34119,0,5096,7635,10191
33RXQ_10,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_11,True,0.5438895806959271,668,0,4849,52040,0,1384,4886,1709
33RXQ_12,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_13,False,0.7008950382073588,1,0,101,65403,0,0,0,31
33RXQ_14,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_15,True,0.5420111702948499,22,0,7940,49058,0,1063,5476,1977
33RXQ_16,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_17,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_18,False,0.6918519908476614,0,0,711,64825,0,0,0,0
33RXQ_19,False,0.6961585423386064,0,0,0,65122,0,0,0,414
33RXQ_20,False,0.6850082219266623,0,0,84,64589,0,0,686,177
33RXQ_21,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_22,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_23,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_24,False,0.7049320014357696,0,0,0,65536,0,0,0,0
33RXQ_25,False,0.7037302000808363,0,0,35,65501,0,0,0,0
33RXQ_26,False,0.6962867596165946,0,0,406,65130,0,0,0,0
33RXQ_27,False,0.7032571164266659,0,0,0,65484,0,0,0,52
33RXQ_28,True,0.5259710553481342,0,0,1479,38469,0,501,17906,7181
33RXQ_29,False,0.7049320014357696,0,0,0,65536,0,0,0,0
34JBL_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
34JBL_01,False,0.6336567017652557,6,1024,271,59156,0,0,0,5079
34JBL_02,False,0.6577253214061244,0,0,354,61408,0,0,0,3774
