identifier,test,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
37TFJ_02,False,436,744,0,1299,61996,0,0,1061
53UMB_04,False,29,0,0,0,0,35,0,65472
43SER_06,True,0,0,360,110,0,7621,1034,56411
41TLL_23,False,0,0,0,65536,0,0,0,0
48UUA_05,True,0,0,21,0,0,1912,42,63561
39RYM_08,False,0,0,0,65475,0,0,0,61
40TES_00,False,0,65536,0,0,0,0,0,0
52UEA_17,False,0,0,51,0,0,317,58522,6646
47ULP_12,False,0,658,0,1024,0,2842,0,61012
44RLQ_14,False,0,419,1502,0,47,1352,60376,1840
43SCS_09,False,11,2413,4870,5,0,0,58234,3
36SWF_00,False,0,65536,0,0,0,0,0,0
40TES_07,False,0,0,0,38526,0,80,0,26930
41TLL_24,False,0,8737,0,4630,10243,355,18,41553
48UUA_02,False,0,360,2,0,1271,51289,18,12596
52UEA_28,False,0,0,0,0,153,21427,4640,39316
53UMB_03,False,0,0,0,0,7,64378,0,1151
43SER_01,True,4,0,55836,118,143,0,7927,1508
37TFJ_05,True,0,0,84,0,0,30,53281,12141
51UXB_04,False,0,0,7,0,5,203,0,65321
50SLB_05,False,6,252,26345,0,412,15697,18313,4511
47ULP_24,False,0,0,0,18880,0,4,0,46652
39RYM_06,False,0,0,0,65154,0,0,0,382
52UEA_21,False,0,0,0,0,0,26906,38,38592
44RLQ_22,False,0,27,3855,0,67,1500,55570,4517
43SER_08,True,0,0,1161,0,0,47987,185,16203
49TFK_04,False,93,0,2139,41983,0,20574,0,747
41TLL_12,False,0,0,0,65536,0,0,0,0
43SCS_00,False,0,65536,0,0,0,0,0,0
36SWF_09,False,0,1,1612,0,0,1174,1020,61729
49TFK_03,False,28,0,2,62138,1,0,0,3367
44RLQ_25,False,0,281,4673,0,15,21489,10025,29053
52UEA_26,False,0,0,3,0,0,28707,42,36784
40TES_09,False,0,0,0,65536,0,0,0,0
47ULP_23,True,0,0,16,0,0,3306,0,62214
39RYM_01,True,1,0,65146,0,0,170,209,10
43SCS_07,False,0,0,1016,0,0,2902,26146,35472
41TLL_15,False,0,0,0,65536,0,0,0,0
52UEA_19,False,0,0,1708,0,0,23995,11063,28770
48TXL_27,False,0,150,5394,0,0,0,59440,552
40UEB_05,True,0,0,0,0,0,0,65536,0
45RTP_21,False,0,0,0,65414,0,0,0,122
51TUK_11,False,0,2,789,2576,0,0,53553,8616
42UVD_22,False,0,13210,2228,0,4482,23740,760,21116
48QWF_29,False,515,5844,2405,0,0,1853,38808,16111
43SGA_13,False,0,0,0,18946,46590,0,0,0
52TDL_22,False,0,161,536,0,32,59779,593,4435
41VNE_06,False,0,0,0,0,23,63087,5,2421
46REP_05,True,0,0,434,0,0,0,65076,26
47RPQ_11,False,0,0,0,41984,0,0,0,23552
41TMH_25,True,0,0,0,65536,0,0,0,0
46TGR_00,True,0,0,0,44874,0,0,0,20662
45VXD_08,False,0,0,0,0,0,64838,4,694
51UUB_25,False,0,0,0,0,0,59956,0,5580
48QWF_16,False,169,3333,9849,0,0,0,51798,387
54MUT_23,False,0,0,0,0,0,64704,0,832
38PMV_25,False,2,20237,1,45296,0,0,0,0
48SWH_25,False,0,0,0,65536,0,0,0,0
48TXL_18,True,0,272,4854,0,0,0,59719,691
48QZM_15,False,0,5770,911,0,96,35523,4462,18774
42TUM_21,True,0,0,0,65536,0,0,0,0
45UXT_14,True,0,1745,4,0,3755,1968,0,58064
51NYG_25,False,0,65147,0,0,389,0,0,0
38UQU_20,False,0,0,0,18001,0,0,0,47535
41TMH_22,False,0,0,0,65536,0,0,0,0
46TGR_07,False,0,0,0,47872,7128,0,0,10536
46REP_02,True,0,0,169,0,0,0,57911,7456
47RPQ_16,True,0,0,0,0,0,21712,2,43822
42TUM_19,False,0,0,0,65536,0,0,0,0
52TDL_25,True,0,0,3,0,0,50087,2852,12594
41VNE_01,True,0,287,42434,0,3376,4298,6961,8180
38UQU_18,True,0,0,0,12356,0,2756,0,50424
37SFU_09,True,0,0,0,65536,0,0,0,0
42UVD_25,False,0,81,1921,0,35,37924,3517,22058
43SGA_14,False,0,0,0,65536,0,0,0,0
51TUK_16,True,102,57,1585,5113,0,173,9225,49281
48TXL_20,True,0,0,0,65388,0,0,0,148
40UEB_02,False,3,0,0,0,0,0,0,65533
45RTP_26,True,0,0,0,64439,73,0,0,1024
51NYG_22,True,8,64643,120,0,0,156,247,362
44TNL_08,False,10,0,2778,0,0,1475,60316,957
38UQU_27,False,0,0,0,11908,0,0,0,53628
45UXT_13,False,0,0,0,0,0,23600,0,41936
42TUM_26,False,0,0,0,65536,0,0,0,0
47RPQ_29,False,77,0,204,0,9,30204,572,34470
48QZM_12,False,0,327,17,0,56,62699,1564,873
45RTP_19,False,0,0,0,64027,0,0,0,1509
38PMV_22,False,0,0,0,41370,0,0,0,24166
48SWH_22,False,0,0,0,65536,0,0,0,0
51TUK_29,False,0,0,0,0,0,0,453,65083
54MUT_24,False,0,0,0,0,0,65093,0,443
51UUB_22,False,0,1644,0,0,1927,39564,0,22401
48QWF_11,False,264,949,1090,29,0,40753,8321,14130
52TDL_13,False,0,2159,172,0,39,48901,305,13960
48RTR_03,False,0,3260,520,0,0,38311,2247,21198
44TNL_01,True,0,0,13109,0,18,105,0,52304
43UET_03,True,0,249,9107,0,0,45469,8,10703
41TMH_14,False,0,0,0,65536,0,0,0,0
47RPQ_20,False,0,15,0,0,0,33666,11,31844
45RTP_10,True,0,0,0,38912,0,0,0,26624
48TXL_16,False,0,0,0,65536,0,0,0,0
43SGA_22,False,0,0,0,11104,39417,0,0,15015
53SKU_05,False,580,1422,4316,0,6,10620,18146,30446
45VXD_06,False,0,2,0,0,2,42063,97,23372
42UVD_13,True,0,0,78,0,33,17941,36522,10962
48QWF_18,True,276,683,8407,62,0,145,45553,10410
51TUK_20,False,19,0,6523,29,249,3217,41925,13574
42TUM_10,False,0,0,0,65536,0,0,0,0
52TES_03,False,0,0,0,0,0,65501,0,35
48QZM_24,False,0,406,110,0,5,43701,3470,17844
38UQU_11,True,11,0,2,8845,0,1697,81,54900
51NYG_14,False,16,133,0,0,1,63698,935,753
45UXT_25,False,0,23,109,0,403,5989,0,59012
41VNE_08,False,0,0,44,0,12,33208,8524,23748
54MUT_12,True,44,3551,0,0,0,60690,0,1251
42RYS_05,False,0,0,0,65536,0,0,0,0
47UNS_02,False,1,0,0,61267,0,71,0,4197
37SFU_00,False,0,53304,0,11264,0,968,0,0
48QWF_27,False,42,49,33,0,0,1672,3314,60426
51UUB_14,True,0,0,0,0,16,13841,0,51679
48TXL_29,False,0,0,0,65536,0,0,0,0
47TPL_02,False,0,0,0,65536,0,0,0,0
48SWH_14,False,0,0,0,65536,0,0,0,0
38PMV_14,False,0,0,0,65536,0,0,0,0
51TUK_27,False,0,0,54,0,0,0,10932,54550
43SGA_25,False,0,751,0,21409,1882,0,0,41494
45VXD_01,False,0,3266,7324,0,1642,21646,3113,28545
53SKU_02,False,6,474,35333,0,0,12030,7883,9810
42UVD_14,False,0,2,5555,0,146,4811,28337,26685
45RTP_17,False,0,0,0,65242,0,0,0,294
48TXL_11,False,0,0,0,65536,0,0,0,0
42TUM_28,True,0,0,0,65536,0,0,0,0
47RPQ_27,False,0,0,0,0,0,2852,549,62135
43UET_04,True,0,0,0,0,0,0,65536,0
41TMH_13,True,0,0,0,65536,0,0,0,0
44TNL_06,False,9,0,661,0,175,0,23754,40937
48RTR_04,False,0,116,16,0,0,65333,6,65
38UQU_29,False,1,0,0,2058,0,0,0,63477
52TDL_14,True,0,0,365,0,0,58309,302,6560
48SWH_13,False,0,0,0,65536,0,0,0,0
38PMV_13,False,0,0,0,0,0,0,0,65536
47TPL_05,False,4,0,0,0,0,0,0,65532
45RTP_28,True,0,0,0,55948,372,0,0,9216
37SFU_07,False,10,4724,21642,0,0,6273,28576,4311
48QWF_20,True,18,6970,0,0,0,21178,3,37367
51UUB_13,False,0,0,0,0,0,28636,0,36900
54MUT_15,False,0,0,0,0,0,54416,0,11120
51TUK_18,True,47,24,5156,0,7,11453,35987,12862
42RYS_02,False,20,0,424,0,0,19346,41409,4337
47UNS_05,False,0,0,0,0,0,0,0,65536
45UXT_22,False,0,364,302,4096,3243,924,0,56607
38UQU_16,False,0,0,0,9448,0,1721,0,54367
51NYG_13,False,0,65516,0,0,20,0,0,0
46TGR_09,False,0,0,0,64160,1,414,0,961
48QZM_23,False,0,1,8,0,0,45721,5137,14669
47RPQ_18,False,52,0,0,0,1,47314,1,18168
42TUM_17,False,0,0,0,65536,0,0,0,0
52TES_04,False,0,0,0,0,0,0,65536,0
42RYS_20,False,0,0,0,63682,0,0,0,1854
47UNS_27,False,38,0,0,24085,1024,1008,0,39381
37SFU_25,False,0,2156,50196,510,0,167,3536,8971
42UVD_09,False,0,0,126,0,5,11231,4670,49504
48QWF_02,False,51,7384,3300,675,0,2922,21218,29986
47TPL_27,False,0,0,0,65536,0,0,0,0
52TES_26,False,0,302,20844,0,2779,1212,32185,8214
48QZM_01,False,0,7413,49498,0,7,3792,1802,3024
43UET_19,False,0,0,315,0,7,67,6525,58622
48RTR_19,False,2,7,949,0,0,7133,39447,17998
45UXT_00,False,0,40152,658,0,146,8972,0,15608
52TDL_09,False,0,0,0,0,0,12064,50350,3122
47TPL_18,False,0,0,0,65536,0,0,0,0
40UEB_11,False,0,0,4,0,0,0,0,65532
43SGA_07,False,0,0,0,63488,0,0,0,2048
53SKU_20,False,8,3,43,0,0,56401,3540,5541
45VXD_23,False,0,0,0,0,0,65004,1,531
51TUK_05,False,0,0,0,0,0,0,65536,0
47UNS_18,False,0,2248,57,0,114,36864,0,26253
54MUT_08,False,0,0,0,0,0,65379,0,157
41VNE_12,False,0,0,13,0,131,51859,2090,11443
48RTR_26,False,0,323,888,0,0,46853,4095,13377
44TNL_24,False,0,0,0,65536,0,0,0,0
46TGR_14,True,0,0,0,64463,0,0,0,1073
43UET_26,False,0,7,8882,0,0,42,0,56605
52TES_19,False,0,0,995,0,0,29597,6144,28800
46REP_11,False,7,1,187,0,0,4121,58449,2771
47RPQ_05,False,4,90,2300,0,197,60,59882,3003
45UXT_07,False,0,0,0,0,0,65270,0,266
41TMH_09,False,0,0,0,65536,0,0,0,0
48QZM_06,False,0,0,0,0,1,43557,319,21659
46REP_29,True,0,0,2,0,0,51230,12,14292
52TES_21,False,0,0,112,0,47,9277,47240,8860
40UEB_29,False,0,0,922,0,0,0,6611,58003
47TPL_20,False,0,0,0,65536,0,0,0,0
37SFU_22,False,0,0,0,65536,0,0,0,0
48QWF_05,False,100,121,393,0,0,5,64222,695
53SKU_18,False,96,0,0,0,0,54266,3562,7612
42RYS_27,True,0,0,0,65536,0,0,0,0
47UNS_20,True,0,0,5,0,478,26097,0,38956
46REP_16,False,19,0,27,0,0,41781,33,23676
47RPQ_02,False,144,0,0,28216,36152,0,0,1024
46TGR_13,True,0,0,0,65536,0,0,0,0
43UET_21,False,0,0,49,0,38,242,121,65086
51NYG_09,False,0,0,261,0,5,10662,32340,22268
44TNL_23,False,0,0,0,65536,0,0,0,0
48RTR_21,False,0,48,333,0,0,33006,2940,29209
41VNE_15,False,0,0,3,0,96,43903,3732,17802
42RYS_18,True,0,0,0,65536,0,0,0,0
51TUK_02,False,16,0,0,35746,0,0,0,29774
43SGA_00,False,3,0,0,17407,13376,0,0,34750
45VXD_24,False,0,0,0,0,0,64114,0,1422
53SKU_27,False,90,0,0,0,0,53761,2629,9056
51UUB_09,False,0,0,0,0,0,58146,0,7390
40UEB_16,True,0,0,0,0,0,0,0,65536
38PMV_09,True,39,7740,0,57757,0,0,0,0
48SWH_09,False,4,0,3618,0,0,0,61913,1
43UET_28,False,0,0,0,0,0,2,63201,2333
42TUM_04,False,0,116,80,82,0,23,58636,6599
52TES_17,True,0,0,1181,0,41,16227,36440,11647
51NYG_00,False,0,65536,0,0,0,0,0,0
48RTR_28,False,0,6,6438,0,0,21727,36049,1316
38UQU_05,True,0,0,75,0,0,14,27293,38154
43SGA_09,False,50,3,0,19456,0,0,0,46027
51UUB_00,False,0,18072,0,0,302,23831,0,23331
37SFU_14,False,0,107,25,16944,0,0,47297,1163
42RYS_11,False,0,0,0,65536,0,0,0,0
47UNS_16,False,0,4191,1733,1285,0,0,0,58327
54MUT_06,False,4,541,0,0,0,47393,0,17598
48SWH_00,False,19,37282,12668,1,1308,4,9426,4828
38PMV_00,False,0,65536,0,0,0,0,0,0
47TPL_16,False,2,0,0,264,0,1,0,65269
44TNL_15,False,0,0,0,61441,0,0,4095,0
48RTR_17,True,4,76,152,0,0,44897,12812,7595
52TDL_07,False,0,0,152,0,22,3104,61830,428
41VNE_23,False,0,0,9,0,5,45110,2808,17604
46REP_20,False,0,0,3,0,0,47960,3,17570
52TES_28,False,0,15,5186,0,250,145,59364,576
41TMH_00,False,24,4603,0,60842,0,67,0,0
46TGR_25,False,15,0,0,38315,0,55,0,27151
43UET_17,False,0,0,64,0,0,157,65291,24
48TXL_02,False,0,0,0,65536,0,0,0,0
40UEB_20,True,0,0,506,0,0,5927,15932,43171
47TPL_29,False,0,0,0,65156,0,0,0,380
45RTP_04,True,0,0,0,65352,0,0,0,184
47UNS_29,False,0,690,4,0,1761,14419,0,48662
42UVD_07,False,0,0,111,0,0,1248,48753,15424
45VXD_12,False,0,0,0,0,0,64037,1,1498
53SKU_11,False,1537,1935,37238,0,0,8800,12056,3970
47TPL_11,False,10,0,0,52360,0,0,0,13166
40UEB_18,False,0,0,0,0,0,2,60469,5065
48SWH_07,True,0,0,0,65536,0,0,0,0
38PMV_07,False,0,0,0,62464,0,0,0,3072
42RYS_16,True,0,0,0,65536,0,0,0,0
47UNS_11,False,3,150,1,2,5,4745,0,60630
54MUT_01,False,0,0,0,0,0,65536,0,0
51UUB_07,True,0,0,0,0,3,52854,0,12679
53SKU_29,False,10,0,0,0,0,52026,1838,11662
37SFU_13,True,0,0,0,65536,0,0,0,0
51NYG_07,True,0,0,116,0,0,30219,15563,19638
38UQU_02,False,0,0,0,61439,0,0,0,4097
42TUM_03,True,0,0,0,51209,0,0,0,14327
52TES_10,False,0,3952,1303,0,848,13345,28576,17512
46REP_18,False,0,0,0,0,0,51114,9,14413
42UVD_00,False,0,65536,0,0,0,0,0,0
53SKU_16,False,12,5,0,0,0,62108,1110,2301
45VXD_15,False,0,0,0,0,0,62312,86,3138
42RYS_29,False,0,0,0,65536,0,0,0,0
48TXL_05,False,7,9,3099,0,6,8955,49611,3849
40UEB_27,False,0,0,0,0,0,880,693,63963
45RTP_03,False,0,0,0,60031,5505,0,0,0
41TMH_07,False,0,0,0,65536,0,0,0,0
46TGR_22,False,17,0,0,65518,1,0,0,0
43UET_10,True,0,30,1204,0,0,2958,0,61344
48QZM_08,False,0,0,6104,0,13,8,59398,13
46REP_27,False,0,0,0,0,0,37215,4615,23706
45UXT_09,False,0,1,38,0,56,53626,0,11815
52TDL_00,False,0,39235,1186,0,1075,1121,18446,4473
41VNE_24,False,0,0,0,0,195,59591,18,5732
48RTR_10,False,23,93,330,0,0,11653,32513,20924
44TNL_12,False,0,0,0,65536,0,0,0,0
51UXB_17,False,0,0,0,0,0,64843,0,693
50SLB_16,False,0,177,10485,0,627,19,54228,0
43SER_12,True,9,0,92,0,0,45404,1127,18904
43SCS_25,False,1,0,1685,0,0,1803,41876,20171
53UMB_10,False,0,18,0,0,1,62570,0,2947
37TFJ_16,False,15,5411,583,3992,7,14455,50,41023
40TES_14,False,0,0,0,34988,0,0,0,30548
48UUA_11,False,0,0,0,0,0,18000,0,47536
44RLQ_07,False,0,39,1513,0,283,876,62436,389
37TFJ_29,False,0,0,113,0,0,33632,30584,1207
36SWF_13,False,4,0,635,36034,0,0,25,28838
49TFK_21,False,0,0,0,2048,0,0,0,63488
50SLB_29,False,0,38,2809,0,0,105,62552,32
51UXB_28,False,0,0,15,0,0,38299,0,27222
47ULP_01,False,54,0,6806,52222,0,0,0,6454
41TLL_08,False,0,0,11,55080,0,11,0,10434
39RYM_23,False,1,0,0,65467,0,0,0,68
52UEA_04,False,0,0,0,0,0,0,65332,204
48UUA_16,False,0,0,0,0,0,58006,49,7481
40TES_13,False,0,0,163,64211,0,173,0,989
37TFJ_11,True,0,0,0,0,0,53276,3225,9035
43SER_15,False,0,366,10232,0,0,328,54452,158
49TFK_19,False,52,0,805,41371,0,102,0,23206
43SCS_22,False,0,0,0,2378,0,25,159,62974
53UMB_17,False,30,2,0,0,0,56891,0,8613
50SLB_11,False,4,231,37493,0,726,109,26910,63
51UXB_10,True,0,0,25,0,0,38159,0,27352
52UEA_03,False,0,0,0,0,0,65531,0,5
47ULP_06,False,0,0,2,0,0,0,0,65534
48UUA_29,False,0,0,137,0,0,33907,71,31421
39RYM_24,False,3,0,172,14894,0,12,48516,1939
53UMB_28,False,0,0,0,0,0,43091,0,22445
36SWF_14,False,0,0,43,21690,0,0,4,43799
49TFK_26,False,0,0,0,61440,0,0,0,4096
44RLQ_00,True,0,29492,186,0,0,2112,26978,6768
41TLL_06,True,0,1,0,0,0,7,0,65528
48UUA_20,False,0,2,74,0,0,50345,3,15112
40TES_25,True,0,0,0,0,0,0,0,65536
50SLB_27,False,0,79,4212,0,48,0,61197,0
51UXB_26,False,0,0,11,0,0,32599,0,32926
44RLQ_09,False,0,4,1587,0,224,654,61998,1069
37TFJ_27,True,263,0,56,3984,0,334,56,60843
53UMB_21,False,0,47,0,0,17,57179,0,8293
43SER_23,False,0,266,8681,94,0,3442,293,52760
43SCS_14,True,0,0,1049,0,0,0,54209,10278
39RYM_12,False,0,0,0,65536,0,0,0,0
49TFK_10,False,1,0,0,11265,0,0,0,54270
36SWF_22,False,4,0,2965,0,0,22054,4419,36094
37TFJ_18,False,0,418,38,0,0,13168,0,51912
51UXB_19,False,0,0,0,0,0,34945,0,30591
50SLB_18,True,0,4926,12577,0,77,246,47691,19
53UMB_26,False,0,0,0,0,0,61473,0,4063
43SER_24,False,0,0,2282,0,0,0,63249,5
43SCS_13,False,0,0,937,0,0,35,64558,6
49TFK_28,False,0,0,0,65535,0,0,0,1
37TFJ_20,False,0,588,0,0,101,49209,0,15638
51UXB_21,False,0,0,356,0,6,50006,0,15168
50SLB_20,False,0,312,29067,0,5843,98,30211,5
40TES_22,False,7,0,0,36857,0,0,0,28672
41TLL_01,False,11,0,15533,25417,0,0,0,24575
47ULP_08,False,2,0,1,64508,0,0,0,1025
48UUA_27,True,0,0,0,0,0,51085,4,14447
49TFK_17,False,0,0,51,19533,0,0,0,45952
36SWF_25,False,0,0,0,0,0,0,0,65536
53UMB_19,False,0,0,0,0,0,14625,0,50911
39RYM_15,False,0,0,973,54316,0,0,9934,313
48UUA_18,False,0,0,0,0,0,24080,0,41456
51NYG_06,False,0,0,519,0,2,37025,26642,1348
38UQU_03,False,142,0,22,17154,1,80,0,48137
52TES_11,False,12,1121,38180,0,2188,2403,13788,7844
42TUM_02,False,0,0,8,43298,0,0,0,22230
46REP_19,False,0,0,0,0,0,58594,132,6810
48SWH_06,True,0,0,450,0,0,0,0,65086
38PMV_06,False,0,0,0,65357,0,0,0,179
47TPL_10,False,0,0,0,65465,0,0,0,71
40UEB_19,True,5,0,0,0,0,126,32806,32599
51UUB_06,False,0,0,0,0,0,43613,0,21923
53SKU_28,True,521,4025,30631,0,0,19014,2487,8858
37SFU_12,False,9,0,0,65527,0,0,0,0
47UNS_10,False,16,0,216,3039,0,2650,0,59615
42RYS_17,False,0,0,0,65536,0,0,0,0
54MUT_00,False,0,62163,0,0,0,2424,0,949
46REP_26,False,26,7,1287,0,0,24379,21974,17863
41TMH_06,False,0,0,0,65536,0,0,0,0
43UET_11,False,0,3131,1814,0,37,6193,0,54361
48QZM_09,False,0,294,936,0,0,21266,11118,31922
46TGR_23,True,0,0,0,60416,0,0,0,5120
44TNL_13,False,4,39452,1148,1024,116,3632,12,20148
48RTR_11,False,3,8,180,0,0,30660,28835,5850
52TDL_01,True,160,1569,41726,0,3265,1415,16196,1205
45UXT_08,False,0,319,74,0,4306,33500,0,27337
41VNE_25,True,0,0,0,0,87,57227,470,7752
42RYS_28,False,0,0,0,65536,0,0,0,0
42UVD_01,False,0,0,42516,0,25,616,10367,12012
53SKU_17,False,107,7,376,0,0,56089,4302,4655
45VXD_14,True,0,0,0,0,0,62922,0,2614
40UEB_26,False,3,0,1,0,0,429,23325,41778
48TXL_04,False,0,144,2965,0,0,1885,58564,1978
45RTP_02,False,0,0,0,65536,0,0,0,0
47UNS_17,False,0,0,1,0,0,31771,0,33764
42RYS_10,False,0,0,0,65536,0,0,0,0
54MUT_07,False,20,833,0,0,0,42338,0,22345
51UUB_01,False,0,772,0,0,1857,40973,0,21934
43SGA_08,False,0,0,0,65536,0,0,0,0
37SFU_15,False,0,0,0,65536,0,0,0,0
47TPL_17,False,0,0,0,65536,0,0,0,0
48SWH_01,False,0,0,60398,5120,0,0,0,18
38PMV_01,False,2,0,0,65534,0,0,0,0
52TES_16,False,0,0,813,0,0,21783,8299,34641
42TUM_05,False,0,848,5004,520,0,224,25575,33365
43UET_29,False,0,0,64,0,0,49,55890,9533
51NYG_01,False,0,2523,58539,386,0,169,3337,582
38UQU_04,False,10,0,223,2926,0,2539,35,59803
48RTR_29,False,13,6,19389,0,0,5154,23409,17565
40UEB_21,False,0,0,6,0,0,2513,11087,51930
48TXL_03,False,5,0,7,65524,0,0,0,0
45RTP_05,False,0,0,0,33803,0,0,0,31733
47TPL_28,False,0,0,0,63574,0,0,0,1962
42UVD_06,False,0,1,162,0,795,3527,11651,49400
45VXD_13,True,0,0,0,0,0,42044,46,23446
53SKU_10,False,1,21,2,0,0,54157,378,10977
47UNS_28,False,1,0,145,124,0,6344,0,58922
52TDL_06,True,0,13799,1312,0,360,59,48222,1784
41VNE_22,True,0,0,183,0,217,59447,81,5608
48RTR_16,False,208,96,307,0,0,20397,35761,8767
44TNL_14,False,15,0,62,65459,0,0,0,0
41TMH_01,False,0,0,0,65536,0,0,0,0
43UET_16,False,0,12672,2740,0,2186,2470,404,45064
46TGR_24,False,1,0,0,29282,0,0,0,36253
46REP_21,False,25,778,347,0,0,9373,48863,6150
52TES_29,False,0,159,5829,0,503,99,58094,852
40UEB_28,False,2,0,13,0,0,62,29998,35461
47TPL_21,True,0,0,0,65536,0,0,0,0
47UNS_21,False,0,0,1189,0,12,1339,0,62996
42RYS_26,False,0,0,0,65536,0,0,0,0
48QWF_04,False,0,0,0,0,0,65536,0,0
37SFU_23,False,0,0,1225,55647,0,0,8664,0
53SKU_19,False,76,0,582,0,0,48130,3935,12813
45UXT_06,False,0,5673,7,0,8554,1089,0,50213
46REP_28,True,0,18,1,0,0,48075,29,17413
52TES_20,True,0,79,3732,0,407,8,59970,1340
41TMH_08,False,0,0,0,65536,0,0,0,0
48QZM_07,False,0,0,0,0,0,18017,6,47513
45VXD_25,True,0,0,0,0,0,65260,0,276
53SKU_26,False,11,0,0,0,0,63075,336,2114
51UUB_08,False,0,0,0,0,0,63934,0,1602
43SGA_01,False,2,0,0,31377,2415,0,0,31742
42RYS_19,False,0,0,0,65536,0,0,0,0
51TUK_03,True,302,0,2561,8718,4465,1,39214,10275
38PMV_08,False,9,0,0,18430,0,0,0,47097
48SWH_08,False,0,0,0,65536,0,0,0,0
40UEB_17,False,0,0,0,0,0,0,0,65536
43UET_20,False,0,0,923,0,0,0,0,64613
46TGR_12,False,0,0,0,65536,0,0,0,0
47RPQ_03,False,27,0,0,0,65509,0,0,0
46REP_17,False,5,0,0,0,0,53236,2063,10232
41VNE_14,True,0,0,0,0,0,63349,11,2176
51NYG_08,False,0,2,0,75,55,63844,927,633
48RTR_20,True,1,2571,171,0,0,58739,274,3780
44TNL_22,False,0,0,0,65510,0,0,0,26
48QZM_00,True,0,31460,283,0,7,23644,7445,2697
43UET_18,False,0,0,0,0,0,0,0,65536
52TES_27,False,0,121,1565,0,214,18,62281,1337
52TDL_08,False,2,394,2742,0,39,24809,2560,34990
45UXT_01,True,0,878,10261,0,5637,14733,0,34027
48RTR_18,False,33,95,427,2185,0,16782,33067,12947
48QWF_03,False,56,8007,13330,160,870,1287,38496,3330
37SFU_24,False,0,0,0,65536,0,0,0,0
42UVD_08,True,0,17,6217,0,1307,1905,11198,44892
47UNS_26,True,1,0,0,4922,0,518,0,60095
42RYS_21,True,0,0,0,65536,0,0,0,0
47TPL_26,True,0,0,0,65536,0,0,0,0
44TNL_25,False,0,0,0,65536,0,0,0,0
48RTR_27,False,25,467,1099,38,0,23517,24552,15838
41VNE_13,False,0,0,0,0,0,21589,33008,10939
52TES_18,False,0,4,58,0,35,56596,11,8832
47RPQ_04,True,0,1,0,0,0,65453,2,80
46REP_10,False,16,402,7,0,0,31656,11708,21747
43UET_27,False,0,0,430,0,0,25,7,65074
46TGR_15,False,0,0,0,65534,0,0,0,2
47TPL_19,True,0,0,0,65536,0,0,0,0
40UEB_10,False,1,0,5,0,0,0,54823,10707
47UNS_19,True,1,46471,0,0,253,15358,0,3453
51TUK_04,False,0,0,0,0,0,60427,714,4395
54MUT_09,False,0,16160,0,0,0,18830,0,30546
53SKU_21,False,89,0,193,0,0,48478,10787,5989
45VXD_22,False,0,0,0,0,0,65443,0,93
43SGA_06,False,0,0,0,20479,45057,0,0,0
41TLL_00,False,0,65333,1,79,1,43,0,79
47ULP_09,True,0,696,0,3053,0,0,0,61787
48UUA_26,False,0,0,0,0,0,36241,145,29150
40TES_23,False,0,1024,0,52872,0,339,0,11301
37TFJ_21,False,0,1388,610,0,0,6254,51695,5589
53UMB_27,False,0,0,0,0,0,36385,0,29151
43SCS_12,False,0,0,3108,0,0,7,62358,63
49TFK_29,False,0,0,75,65461,0,0,0,0
43SER_25,False,0,2760,871,0,0,1846,44664,15395
50SLB_21,False,0,230,3956,0,0,1566,59342,442
51UXB_20,False,0,0,1828,0,48,45153,0,18507
39RYM_14,False,0,0,336,65200,0,0,0,0
48UUA_19,False,0,110,0,0,0,39816,5,25605
49TFK_16,False,0,0,0,3072,0,0,0,62464
36SWF_24,False,0,0,0,14653,0,0,0,50883
53UMB_18,False,0,0,0,0,0,56652,0,8884
51UXB_27,False,0,0,20,0,0,56474,0,9042
50SLB_26,False,2,152,8827,0,0,6,56548,1
53UMB_20,True,0,0,0,0,0,45146,0,20390
43SCS_15,False,84,0,2364,0,0,1,63075,12
43SER_22,False,15,0,2987,0,0,0,59775,2759
44RLQ_08,False,0,9,1344,0,363,1194,61876,750
37TFJ_26,False,215,1337,9,0,8,17131,0,46836
40TES_24,False,3,0,0,32765,0,0,0,32768
41TLL_07,False,0,0,0,65536,0,0,0,0
48UUA_21,False,0,0,0,0,1,43249,208,22078
37TFJ_19,False,0,0,0,0,0,54625,10733,178
49TFK_11,False,0,0,0,19319,0,0,0,46217
36SWF_23,True,1,0,2106,0,0,7679,1141,54609
50SLB_19,False,0,370,6046,0,134,27,58946,13
51UXB_18,False,0,0,1901,0,10,62293,0,1332
39RYM_13,True,0,171,0,64500,0,0,865,0
49TFK_18,False,0,0,0,57415,0,0,0,8121
43SCS_23,True,0,0,0,0,0,0,0,65536
43SER_14,True,0,30,2326,0,0,0,63146,34
53UMB_16,False,1,0,0,0,0,44738,0,20797
37TFJ_10,False,0,245,205,0,0,682,61664,2740
51UXB_11,True,0,0,1999,0,0,61732,0,1805
50SLB_10,True,0,217,7060,0,161,1,58096,1
40TES_12,False,0,0,0,65536,0,0,0,0
48UUA_17,False,0,13,0,0,0,24161,27,41335
44RLQ_01,False,0,10,54768,0,35,2320,3240,5163
53UMB_29,False,0,0,0,0,0,37096,0,28440
36SWF_15,False,4,787,5392,0,0,26,59318,9
49TFK_27,True,0,0,0,65536,0,0,0,0
