identifier,test,JS_div,No Data,Water,Artificial Bareground,Natural Bareground,Permanent Snow/Ice,Woody Vegetation,Cultivated Vegetation,(Semi) Natural Vegetation
55JBF_16,False,0.615524081537105,13,0,0,28099,0,39,0,37385
54HYE_12,False,0.627789140461917,1,14,350,0,0,867,57917,6387
59GNP_02,False,0.6722087960216325,0,0,0,0,2171,180,0,63185
52KDU_17,False,0.6405312108664366,0,0,0,10240,0,0,0,55296
52JGL_18,False,0.702638752029109,0,0,0,76,0,0,0,65460
54LWJ_13,False,0.6654434999995369,0,0,0,0,0,3863,0,61673
59GLL_02,False,0.7003485323806117,0,0,0,0,65357,0,0,179
55JBF_29,False,0.6525902964974923,35,0,0,5893,0,39,0,59569
52KHU_07,False,0.7035310196664452,0,0,42,0,0,0,0,65494
56JMS_21,False,0.617678776925165,0,0,0,0,0,26207,17,39312
59GLK_15,False,0.641687691804656,7,0,0,0,2,9661,0,55866
52JGL_27,False,0.6403230127180974,0,0,1977,3073,0,71,0,60415
52KDU_28,True,0.5209853145212598,0,5741,4259,37255,0,2,0,18279
55HEU_25,False,0.6999377605332806,24,0,17,0,0,65374,5,116
52KDU_10,False,0.7049320014357696,0,0,0,0,0,0,0,65536
53JMG_08,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54HYE_15,True,0.5936496185404437,0,0,55,0,0,39213,24861,1407
59GNP_05,False,0.673032651944059,2,0,34,0,0,2462,8,63030
55JBF_11,False,0.6378651128439217,2,0,0,54705,0,28,0,10801
56JMS_19,False,0.6221322362179132,0,0,0,0,0,44971,13,20552
55HEU_22,False,0.6455028455333197,0,1,43,0,0,58446,140,6906
52JGL_20,False,0.7033110049360998,0,0,0,0,0,50,0,65486
52KHU_00,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_26,False,0.6543767442777003,4,0,0,0,0,61072,462,3998
59GLK_12,False,0.626039902623461,0,696,420,0,93,3396,60092,839
59GLL_05,False,0.7009369975804104,0,12,38,0,0,24,65422,40
54LWJ_14,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52JGL_29,False,0.6704404503146951,1,0,25,0,0,2914,0,62596
52KDU_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
55JBF_27,False,0.6306310195051189,20,0,0,14316,0,0,0,51200
52KHU_09,False,0.687989025367011,0,0,0,0,0,1024,0,64512
54KUF_04,False,0.636341617534138,17,0,0,0,0,53894,0,11625
54HYE_23,False,0.7015764782272942,0,0,68,0,0,0,65431,37
52KDU_19,False,0.6313953321535488,0,0,0,14352,0,0,0,51184
52JGL_16,False,0.6763861166032488,0,0,2048,48,0,0,0,63440
55HEU_14,False,0.7029546931226193,0,0,0,0,0,65475,3,58
54KYA_03,False,0.6855827785929706,0,0,267,0,0,702,0,64567
54LWJ_22,False,0.6197382066783705,0,0,0,0,0,41526,0,24010
53JMG_01,False,0.6870929885793878,0,0,0,1103,0,0,0,64433
59GLK_24,True,0.5694527035538286,11,0,392,0,0,9567,47704,7862
56JMS_10,True,0.6005093542611197,0,0,1302,0,0,19301,44901,32
55JBF_18,False,0.6125617696671722,57,0,0,4236,0,5070,0,56173
54KUF_03,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54HYE_24,False,0.6277532112835048,0,0,399,0,0,1388,58760,4989
56JMS_28,False,0.676986807935311,71,63658,2,0,0,1779,24,2
55JBF_20,False,0.624626145493421,15,0,0,18322,0,0,0,47199
52KDU_21,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLK_23,False,0.6323471502978333,0,0,0,0,0,51692,0,13844
56JMS_17,False,0.6301007421895924,0,50811,0,0,0,14710,15,0
54LWJ_25,True,0.6039654704638242,5,727,0,0,0,24992,0,39812
53JMG_06,False,0.6376345164102569,0,94,0,10204,0,0,0,55238
54KYA_04,False,0.7018761026477889,0,0,108,0,0,0,0,65428
55HEU_13,False,0.7049320014357696,0,0,0,0,0,65536,0,0
52JGL_11,False,0.6303526872609162,0,0,1083,7168,0,19,0,57266
51KWR_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_22,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_05,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_02,False,0.6602338821905154,0,0,1,1024,0,2061,0,62450
51JXH_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_22,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_14,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXH_13,False,0.6963834464964211,0,0,0,0,0,400,0,65136
51JXH_14,False,0.7024162088327941,0,0,0,43,0,31,0,65462
51KWR_13,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_11,False,0.7047478352372853,0,0,4,0,0,0,0,65532
51JXH_09,False,0.6968408139475047,0,0,0,0,0,372,0,65164
51JXK_16,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_29,False,0.7032784706588616,43,0,5,0,0,0,0,65488
51KWR_09,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_20,False,0.6781129624346279,135,0,9,0,0,1570,0,63822
51KWR_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
51JXH_07,False,0.7031233772499786,0,0,0,1,0,55,0,65480
51JXH_00,False,0.7048784629954079,1,0,0,65535,0,0,0,0
51KWR_07,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_27,False,0.7046689001190312,6,0,0,0,0,0,0,65530
51JXK_18,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNP_29,False,0.6241052649268926,4,1,0,0,0,52348,443,12740
54LWJ_07,False,0.627011761254435,0,0,0,0,0,17046,0,48490
53JMG_24,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLK_01,True,0.45227904033390004,621,2282,34245,0,100,7881,4674,15733
52KHU_13,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_16,False,0.6241938603869442,140,724,138,0,192,5617,152,58573
54KYA_26,False,0.7024851160782629,0,63,3,8,0,0,0,65462
59GLL_29,False,0.699424082687505,0,0,0,0,0,226,0,65310
55JBF_02,False,0.6598568247511896,9,0,0,0,0,60701,0,4826
54KUF_21,True,0.5743580719900245,4,39057,0,2529,0,470,0,23476
54HYE_06,True,0.5352393122052486,0,0,317,0,0,31042,17286,16891
59GNP_16,True,0.597382607122382,5,60,168,0,0,46505,1229,17569
54KYA_19,False,0.6200675841020855,0,0,0,23552,0,0,0,41984
52KDU_03,False,0.6920778780490138,1,0,0,0,0,690,0,64845
54KYA_21,True,0.5809168327633559,0,0,1024,38912,0,0,1024,24576
59GLL_11,True,0.5535603138052414,14,1225,0,26,40897,19177,0,4197
59GLK_06,False,0.7000663219218212,1,3,29,0,1,127,2,65373
52KHU_14,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54LWJ_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
53JMG_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_19,False,0.6273201084668151,0,0,38,84,0,14283,0,51131
52KDU_04,False,0.6965979672232933,8,0,0,0,0,366,0,65162
55HEU_09,False,0.7049320014357696,0,0,0,0,0,65536,0,0
54KUF_26,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54HYE_01,False,0.6645375738955921,15,17,63235,0,0,419,337,1513
59GNP_11,False,0.6546644218162625,0,3121,0,0,0,61590,2,823
55JBF_05,False,0.6331644698314075,0,0,0,13199,0,10,0,52327
52JGL_02,False,0.6291888064484226,10,0,0,50176,0,0,0,15350
54KYA_17,False,0.6883286027121273,0,0,1,990,0,0,0,64545
55HEU_00,False,0.7049320014357696,0,65536,0,0,0,0,0,0
53JMG_15,False,0.7011427603062239,0,0,0,141,0,0,0,65395
54HYE_08,True,0.5299344247191535,9,153,1049,0,0,38282,13252,12791
59GNP_18,False,0.6499582871809931,0,4,4,0,0,60878,3837,813
59GLL_27,False,0.6186922882132059,0,0,0,0,0,25681,0,39855
52KHU_22,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_04,False,0.6752991853464759,0,0,58,0,0,255,63773,1450
54KYA_28,False,0.7045570619597078,0,0,0,9,0,0,0,65527
59GLL_18,False,0.6223943342244438,0,82,79,0,0,235,12984,52156
59GNP_27,False,0.6272044604574308,12,125,1,7,0,56572,778,8041
54KUF_10,False,0.611179641911226,13,0,0,29028,0,196,0,36299
54LWJ_09,False,0.6616968830560587,0,0,0,0,0,4544,0,60992
52KHU_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_03,False,0.7049320014357696,0,0,0,0,0,65536,0,0
59GLL_20,True,0.5297826833579607,362,47,0,0,19609,28202,0,17316
54KUF_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
53JMG_12,False,0.6990095716141884,0,0,248,0,0,0,0,65288
55HEU_07,False,0.7049320014357696,0,0,0,0,0,65536,0,0
54KYA_10,True,0.595734673952301,119,0,53069,5131,0,12,0,7205
52JGL_05,False,0.6208731880325308,0,0,0,22528,0,0,0,43008
59GNP_20,False,0.6276542161513552,0,0,0,0,0,48928,0,16608
54KUF_17,False,0.6403401261170175,8,0,0,58232,0,499,0,6797
59GLK_08,False,0.653118498415219,0,0,1399,0,1,1873,164,62099
51JXK_26,False,0.6832170085198856,5,0,0,0,0,1450,0,64081
51JXH_01,False,0.6696032427064879,0,0,0,0,0,3188,0,62348
51KWR_06,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_19,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51KWR_01,False,0.7004708684984854,0,0,0,0,0,173,0,65363
51JXH_06,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_21,False,0.6962010011663946,0,0,15,0,0,375,0,65146
51JXK_17,False,0.6461008850082954,5,0,0,8276,0,0,0,57255
51KWR_08,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_28,False,0.7049320014357696,0,0,0,0,0,0,0,65536
51JXK_10,False,0.687989025367011,0,0,0,1024,0,0,0,64512
51JXH_08,False,0.702814254836135,0,0,0,0,0,69,0,65467
54KYA_11,False,0.629771870478867,10,0,55778,9214,0,110,0,424
55HEU_06,False,0.6140433198338451,0,0,66,0,0,30708,13,34749
52JGL_04,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_21,False,0.6155632003400323,89,124,0,0,0,20914,0,44409
56JMS_02,True,0.5551277781898161,5,7372,0,0,0,29477,72,28610
52KHU_24,False,0.7013409264697713,0,0,87,29,0,0,0,65420
53JMG_13,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_29,False,0.7034200817615859,0,0,46,0,0,0,0,65490
59GNP_21,False,0.6446352230780018,12,7,0,0,0,57351,36,8130
54KUF_16,False,0.6142657205220481,44,236,20,57,0,46782,0,18397
59GLK_09,True,0.6057978923784957,0,0,7,0,7,35042,457,30023
59GNP_19,True,0.580839251767815,14,1045,64,184,0,48542,14384,1303
54HYE_09,True,0.5803352749759165,3,134,2127,0,0,188,40876,22208
53JMG_14,False,0.7049320014357696,0,0,0,0,0,0,0,65536
56JMS_05,False,0.6937471686657389,0,0,3,0,0,227,224,65082
52KHU_23,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GLL_26,False,0.7047478352372853,0,0,0,0,0,4,0,65532
52JGL_03,False,0.7014703893175205,0,0,0,0,0,65410,0,126
55HEU_01,True,0.5349025389351878,0,1221,43606,0,0,882,13804,6023
54KYA_16,True,0.5727480395210764,0,0,17475,5595,0,7,0,42459
59GLL_19,False,0.6511235144923112,0,4908,0,0,253,60305,0,70
54LWJ_08,False,0.6186033943236824,0,29,2,0,0,41683,0,23822
59GNP_26,False,0.6812152989435617,0,6,0,0,0,64137,149,1244
54KUF_11,False,0.6335267440441121,0,0,0,0,0,13245,0,52291
54KYA_29,False,0.7047478352372853,0,0,0,4,0,0,0,65532
59GLK_07,True,0.5955911175581078,40,0,693,0,9,33035,166,31593
52KHU_15,False,0.6883753668567928,0,0,1,0,0,986,0,64549
59GLL_10,True,0.457508378352605,113,3927,9352,0,78,4760,10342,36964
54KUF_18,False,0.6248558197741276,1,1823,0,4618,0,418,0,58676
54LWJ_01,False,0.7000273487908336,0,0,0,0,0,195,0,65341
53JMG_22,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KYA_20,False,0.7049320014357696,0,0,0,0,0,0,0,65536
54KUF_27,False,0.6316533331141385,0,14212,0,0,0,0,0,51324
59GNP_10,True,0.5789549418702306,57,705,681,43,0,6327,54129,3594
54HYE_00,True,0.5444609786450825,1,36715,1151,0,0,636,3106,23927
55JBF_04,False,0.6618973516969289,0,0,0,4150,0,57,0,61329
52KDU_05,False,0.6417492367461756,0,0,0,9795,0,0,0,55741
55HEU_08,False,0.6202465474861033,41,41,2437,0,0,59085,709,3223
54KYA_27,False,0.6808904090777687,0,0,0,1719,0,0,0,63817
54LWJ_06,False,0.6357346531078709,0,374,0,0,0,8828,0,56334
53JMG_25,False,0.7049320014357696,0,0,0,0,0,0,0,65536
59GNP_28,False,0.6153825782129256,2,0,0,0,0,33457,33,32044
59GLL_17,False,0.6407400866391862,124,102,2164,0,99,1165,284,61598
59GLK_00,True,0.6017416947341921,0,52715,2,0,29,905,994,10891
52KHU_12,False,0.6791988204587223,0,0,0,0,0,1909,0,63627
54KYA_18,False,0.7049320014357696,0,0,0,0,0,0,0,65536
52KDU_02,False,0.6278675459609485,6,0,0,0,0,16274,0,49256
59GLL_28,False,0.6892974857587889,0,64623,0,0,0,0,0,913
55JBF_03,False,0.6732468932658423,180,0,0,0,0,2046,0,63310
54KUF_20,False,0.6183443030830997,0,0,0,22436,0,77,0,43023
59GNP_17,True,0.5288434262440714,6,2314,10,0,0,40477,13180,9549
54HYE_07,False,0.6248262104599085,1,0,386,0,0,1170,57804,6175
59GNM_20,False,0.6871282151825012,0,0,226,0,0,505,64741,64
59GNM_18,False,0.6366696686556845,5,100,1286,0,0,767,61032,2346
59GNM_27,False,0.6296891025287181,1,0,0,751,8832,0,0,55952
52KCU_04,False,0.7048784629954079,0,0,0,1,0,0,0,65535
59GNM_11,False,0.6720121835419577,0,0,0,0,169,2224,0,63143
59GNM_29,False,0.6660187667849738,8,103,617,0,0,1308,63389,111
52KCU_03,False,0.704090250261027,0,0,0,0,0,23,0,65513
59GNM_16,True,0.5872450910490313,5,2048,1311,0,0,3463,56757,1952
55JFN_01,True,0.5975084473742588,14,0,52987,0,0,79,4428,8028
55JFN_06,False,0.6183629686685043,101,105,195,0,0,56345,939,7851
55JFN_08,False,0.6600703807365084,66,0,4,0,0,3549,181,61736
59GNM_28,True,0.563884697404861,0,15071,1579,0,0,2106,46431,349
52KCU_02,True,0.6056000055874574,19,0,0,4853,0,6061,0,54603
59GNM_17,False,0.6291312252298352,0,84,105,0,0,12449,0,52898
52KCU_05,False,0.687989025367011,0,0,0,1024,0,0,0,64512
59GNM_10,False,0.6724231266116635,17,13,629,0,0,1053,63772,52
59GNM_19,True,0.5003139662113129,7,2621,1663,0,0,6739,38160,16346
59GNM_26,False,0.6523219506251833,0,0,309,0,0,847,61993,2387
59GNM_21,False,0.6757242074086177,0,787,390,0,0,171,64126,62
55JFN_09,False,0.6118841173064834,100,0,0,0,0,35711,56,29669
55JFN_07,False,0.6249424271645897,36,0,3144,0,0,1770,966,59620
55JFN_00,True,0.5552509407080933,39,49942,322,0,0,4628,2126,8479
